"CreatedByUserName","CreatedAt","CreatedBy","UpdatedAt","UpdatedBy","DeletedAt","DeletedBy","Active","nombre_clave","codigo","descripcion","codigo_fecha","incidencia","prioridad","sub_tipo","tipo","version_codigo","protocolo","servicios","id_usuario_creacion","nombre_usuario_de_creacion","id_usuario_actualizacion","usuario_actualizo","fecha_de_creacion","fecha_de_actualizacion","status","FK_ListaServicioId","lista_servicios_ids"
"",2022-11-05 22:20:18.943,"",2022-11-05 15:19:50.017,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"10206","102",FRACTURADO/ TRAUMATISMO DE EXTREMIDADES ,"2017",FRACTURADO/ TRAUMATISMO DE EXTREMIDADES ,Alta,Traumaticos,Medico,V 2.26,"<p>1.¿Usted se encuentra en el lugar o es el afectado (a)?</p><p>2.¿Acaba de suceder?</p><p>3.Capturar sexo,nombre (si lo sabe) edad del lesionado.&nbsp;&nbsp;</p><p>4.¿Con que se fracturó?</p><p>5.¿De qué edad se ve la persona?</p><p>6.¿Es hombre o mujer?</p><p>7.¿Está consciente o inconsciente?</p><p>8.¿Qué parte del cuerpo se lesionó?</p><p>9.¿Hay sangrado?</p><p>10.¿Presenta deformidad?</p><p>11.¿Qué servicio médico tiene?</p><p><br></p><p>Transferir la llamada con personal especializado en caso de que no halla respuesta dirigirse a INSTRUCCIONES MÉDICAS correspondientes,&nbsp;para brindar los primeros auxilios.</p><p><br></p><p>NOTA:&nbsp;En caso de que el relator NO se encuentre en el lugar, solicitarle teléfono de alguien que pueda proporcionar mayor información.</p><p><br></p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUM\"",\""id\"":7,\""codigo\"":\""CRUM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUZ ROJA\"",\""id\"":8,\""codigo\"":\""CRUZ ROJA\"",\""obligatorio\"":true}"",""{\""nombre\"":\""URGE\"",\""id\"":13,\""codigo\"":\""URGE\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 22:20:18.943,2022-11-05 22:20:18.943,1,1,{}
"",2022-11-05 20:53:10.242,"",2022-11-05 13:53:39.216,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20205","202","FRENTES FRIOS, BAJAS TEMPERATURAS, NEVADAS Y HELADAS","2017","FRENTES FRIOS, BAJAS TEMPERATURAS, NEVADAS Y HELADAS",Alta,Medio ambiente,Proteccion civil,V 2.78,<p>1.¿Está en peligro su vida?</p><p>2.¿Tiene alguna situación de riesgo?</p><p>3.¿Hay vialidades obstruidas por la nieve?</p><p>4.¿A que altura esta la nieve?</p>,"{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}"",""{\""nombre\"":\""URGE\"",\""id\"":13,\""codigo\"":\""URGE\"",\""obligatorio\"":true}"",""{\""nombre\"":\""C4\"",\""id\"":16,\""codigo\"":\""C4\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 20:53:10.242,2022-11-05 20:53:10.242,1,1,{}
"",2022-11-05 20:58:58.497,"",2022-11-05 13:58:58.517,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20213","202",TSUNAMI,"2017",TSUNAMI,Media,Medio ambiente,Proteccion civil,V 2.86,"<p>1.¿Usted se encuentra cerca del lugar o cómo se enteró?</p><p>2.¿Hay personas heridas?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>3.¿Cuántas?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>-Capturar sexo,edad de la persona afectada</p><p>4.¿Están conscientes?</p><p>5.¿Qué altura tienen las olas?</p><p>6.¿Hay casas o vehículos cerca?</p><p><br></p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUZ ROJA\"",\""id\"":8,\""codigo\"":\""CRUZ ROJA\"",\""obligatorio\"":true}"",""{\""nombre\"":\""URGE\"",\""id\"":13,\""codigo\"":\""URGE\"",\""obligatorio\"":true}"",""{\""nombre\"":\""C4\"",\""id\"":16,\""codigo\"":\""C4\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 20:58:58.497,2022-11-05 20:58:58.497,1,1,{}
"",2022-11-05 21:41:01.807,"",2022-11-05 14:40:47.266,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"31015","310",OTROS ACTOS RELACIONADOS CON OTROS BIENES JURIDICOS,"2017",OTROS ACTOS RELACIONADOS CON OTROS BIENES JURIDICOS,Media,Actos Relacionados con otros bienes juridicos,Seguridad Publica,V 2.229,"<p>1.¿Es usted el afectado?</p><p>2.¿Está sucediendo en este momento?</p><p>3.¿Que es lo que está sucediendo?</p><p>4.¿Cuál es el nombre y/o apodo del responsable?</p><p>Capturar, sexo,edad, descripción</p><p>5.¿Está armado?,¿tipo de arma?</p><p>6.¿Utilizaron algún vehículo?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>-Capturar placas, color,descripción del vehículo&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>7.¿Hacia donde huyó ?</p><p><br></p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 21:41:01.807,2022-11-05 21:41:01.807,1,1,{}
"",2022-11-05 21:06:29.979,"",2022-11-05 14:06:26.704,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20311","203",OTROS INCENDIOS,"2017",OTROS INCENDIOS,Alta,Incendio,Proteccion civil,V 2.98,"<p>1.¿Qué se está quemando?</p><p>2.¿Usted se encuentra en el lugar?</p><p>3.¿Alcanza a ver humo o fuego?</p><p>4.¿Sabe que lo ocasionó?</p><p>5.¿Hay lesionados?</p><p>-Capturar sexo,edad de la persona afectada</p><p><br></p><p>SI ES HIERBA:</p><p>7.¿Es un lote baldío?</p><p><br></p><p>Recomendaciones: No se acerque al fuego&nbsp;</p><p><br></p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUZ ROJA\"",\""id\"":8,\""codigo\"":\""CRUZ ROJA\"",\""obligatorio\"":true}"",""{\""nombre\"":\""URGE\"",\""id\"":13,\""codigo\"":\""URGE\"",\""obligatorio\"":true}"",""{\""nombre\"":\""C4\"",\""id\"":16,\""codigo\"":\""C4\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 21:06:29.979,2022-11-05 21:06:29.979,1,1,{}
"",2022-11-05 20:55:25.969,"",2022-11-05 13:55:07.318,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20206","202",HURACANES,"2017",HURACANES,Alta,Medio ambiente,Proteccion civil,V 2.79,"<p>1.¿Cuánto hace que inició el huracán?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>2.¿Usted se encuentra en el lugar?</p><p>3.¿Hay heridos?</p><p>4.¿Cuántos?</p><p>-Capturar sexo,edad de la persona afectada</p><p>5.¿Están conscientes o inconscientes?&nbsp;</p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUZ ROJA\"",\""id\"":8,\""codigo\"":\""CRUZ ROJA\"",\""obligatorio\"":true}"",""{\""nombre\"":\""URGE\"",\""id\"":13,\""codigo\"":\""URGE\"",\""obligatorio\"":true}"",""{\""nombre\"":\""C4\"",\""id\"":16,\""codigo\"":\""C4\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 20:55:25.969,2022-11-05 20:55:25.969,1,1,{}
"",2022-11-05 22:01:14.444,"",2022-11-05 15:01:11.394,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20203","202",ENJAMBRE DE ABEJAS,"2017",ENJAMBRE DE ABEJAS,Media,Medio ambiente,Proteccion civil,V 2.76,"<p><strong>INDICACIONES: TOMAR REPORTE SOLAMENTE EN CASO DE ATAQUE A PERSONAS Y/O ESCUELAS:</strong></p><p>1. SI ES EN ESCUELA: ¿Nombre de la escuela?</p><p>2.¿Dónde esta el enjambre? A qué altura</p><p>3.¿Qué tan grande está el enjambre? (pelota de beisbol, basketbol,etc.)</p><p>4.¿Están agresivas o han atacado a alguien?</p><p>-Capturar sexo, ,edad de la persona afectada</p><p>7.¿Que parte del cuerpo es la afectada?</p><p>Transferir con personal especializado</p><p><br></p><p>EN CASO DE NO CAUSAR NINGÚN RIESGO :</p><p>-No las molesten</p><p>-Alejar a mascotas y niños</p><p>-Avisar a los vecinos y seres queridos de la presencia del enjambre</p><p>-Contratar algún alpicultor para que las retiren y las reubiquen ( enlazar llamada a Línea Ciudadana).</p>",{},1,,1,,2022-11-05 22:01:14.444,2022-11-05 22:01:14.444,1,1,{}
"",2022-11-06 00:21:09.056,"",2022-11-05 17:21:29.082,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"31110","311",MITIN,"2017",MITIN,Alta,Disturbios y alteracion del orden publico,Seguridad Publica,V 2.239,"<p>1.¿Cuántas personas están?</p><p>2.¿Están armados?</p><p>3.¿Qué tipo de armas?</p><p>4.¿Llevan pancartas o mantas?</p><p>5.¿Qué están promoviendo?</p><p>6¿En qué sentido de la vialidad están? (Norte a Sur., etc.)</p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}"",""{\""nombre\"":\""C4\"",\""id\"":16,\""codigo\"":\""C4\"",\""obligatorio\"":true}""}",1,,1,,2022-11-06 00:21:09.056,2022-11-06 00:21:09.056,1,1,{}
"",2022-11-05 20:58:16.345,"",2022-11-05 13:57:59.653,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20211","202",TORMENTAS DE GRANIZO /DE NIEVE,"2017",TORMENTAS DE GRANIZO /DE NIEVE,Alta,Medio ambiente,Proteccion civil,V 2.84,"<p>1.¿Cuánto hace que inició?</p><p>2.¿Existe alguna persona en riesgo?</p><p>3.¿Usted se encuentra en un lugar seguro?</p><p>4.¿Hay heridos?</p><p>5.¿Cuántos?</p><p>-Capturar sexo,edad de la persona afectada</p><p>6.¿Están conscientes ?</p>",{},1,,1,,2022-11-05 20:58:16.345,2022-11-05 20:58:16.345,1,1,{}
"",2022-11-05 22:22:55.427,"",2022-11-05 15:22:26.457,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"10302","103",AMENAZA DE ABORTO ,"2017",AMENAZA DE ABORTO ,Alta,Clinicos,Medico,V 2.42,"<p>1.¿Usted es la afectada o está cerca de la afectada?</p><p>-Capturar nombre (si lo sabe) sexo, edad de la afectada&nbsp;</p><p>2.¿Cuántos meses de embarazo tiene?</p><p>3.¿Qúe número de embarazo es?</p><p>4.¿Presenta dolor?</p><p>5.¿Hay sangrado vaginal?&nbsp;</p><p>6.¿Desde cuándo está así?</p><p>7.¿Qué servicio médico tiene?</p><p><br></p><p>Recomendaciones: Vuelva a llamar si lo traslada en vehículo</p><p><br></p><p>&nbsp;Transferir la llamada con personal especializado en caso de que no haya respuesta dirigirse a INSTRUCCIONES MÉDICAS correspondientes,&nbsp;para brindar los primeros auxilios.</p><p><br></p><p>NOTA: En caso de que el relator NO se encuentre en el lugar, solicitarle teléfono de alguien que pueda proporcionar mayor información.</p><p><br></p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUM\"",\""id\"":7,\""codigo\"":\""CRUM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUZ ROJA\"",\""id\"":8,\""codigo\"":\""CRUZ ROJA\"",\""obligatorio\"":true}"",""{\""nombre\"":\""URGE\"",\""id\"":13,\""codigo\"":\""URGE\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 22:22:55.427,2022-11-05 22:22:55.427,1,1,{}
"",2022-11-05 21:10:07.849,"",2022-11-05 14:10:08.766,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"30101","301",VEHICULO ABANDONADO,"2017",VEHICULO ABANDONADO,Media,Abandono,Seguridad Publica,V 2.103,"<p>1.¿Cuánto tiempo tiene abandonado?</p><p>-Capturar placas, color</p><p>2.¿Se ve desvalijado?</p><p><br></p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 21:10:07.849,2022-11-05 21:10:07.849,1,1,{}
"",2022-11-05 20:55:39.753,"",2022-11-05 13:55:45.486,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20208","202",PLAGAS,"2017",PLAGAS,Media,Medio ambiente,Proteccion civil,V 2.81,<p>1.¿Qué insectos son?</p><p>2.¿Cuántos son aproximadamente?</p><p>3.¿Dónde se encuentran?</p>,"{""{\""nombre\"":\""C4\"",\""id\"":16,\""codigo\"":\""C4\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 20:55:39.753,2022-11-05 20:55:39.753,1,1,{}
"",2022-11-05 20:56:55.217,"",2022-11-05 13:57:17.935,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20210","202",ARBOL CAIDO O POR CAER,"2017",ARBOL CAIDO O POR CAER,Alta,Medio ambiente,Proteccion civil,V 2.83,"<p>1.¿El árbol se encuentra totalmente caído o esta a punto de caer?</p><p>2.¿De qué tamaño es?&nbsp;&nbsp;</p><p>3.¿Está dentro de un domicilio o en vía pública?</p><p>SI ESTA CAÍDO&nbsp;</p><p>4.¿En dónde cayó? (sobre vehículo, domicilio, vía publica&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>5.¿Causó algún daño?&nbsp;&nbsp;&nbsp;&nbsp;</p><p>6¿Obstruye la vialidad?&nbsp;&nbsp;</p><p>SI ESTA A PUNTO DE CAER</p><p>7.¿Puede causar algún daño?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>8.¿Hay heridos?</p><p>-Capturar sexo,edad de la persona afectada</p><p>9. ¿Están conscientes?</p><p><br></p><p>Nota: si es árbol en propiedad privada que no causa ningún riesgo enlazar llamada a línea ciudadana.</p>",{},1,,1,,2022-11-05 20:56:55.217,2022-11-05 20:56:55.217,1,1,{}
"",2022-11-05 21:02:31.969,"",2022-11-05 14:02:22.530,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"20304","203",INCENDIO DE COMERCIO,"2017",INCENDIO DE COMERCIO,Alta,Incendio,Proteccion civil,V 2.91,"<p>1.¿Usted se encuentra en el lugar?</p><p>2.¿Qué&nbsp;negocio es?</p><p>3.¿Hay personas dentro?</p><p>4.¿Alcaza a ver humo o fuego? si es humo ¿de que color es?</p><p>5.¿De dónde esta saliendo el fuego?</p><p>6.¿Sabe que lo ocasionó?</p><p>SI HAY LESIONADOS&nbsp;</p><p>-Capturar sexo,edad de la persona afectada</p><p>7.¿Presenta quemaduras?</p><p><br></p><p>Recomendaciones: salgan todos y comuníquese de otro lugar y no intente ingresar de nuevo avisen a sus vecinos para que evacuen el área</p><p><br></p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUZ ROJA\"",\""id\"":8,\""codigo\"":\""CRUZ ROJA\"",\""obligatorio\"":true}"",""{\""nombre\"":\""URGE\"",\""id\"":13,\""codigo\"":\""URGE\"",\""obligatorio\"":true}"",""{\""nombre\"":\""C4\"",\""id\"":16,\""codigo\"":\""C4\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 21:02:31.969,2022-11-05 21:02:31.969,1,1,{}
"",2022-11-05 21:43:12.475,"",2022-11-05 14:43:01.745,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"31106","311",CONSUMO DE ALCOHOL EN ESCUELA,"2017",CONSUMO DE ALCOHOL EN ESCUELA,Alta,Disturbios y alteracion del orden publico,Seguridad Publica,V 2.235,"<p>1.¿Nombre de la escuela o plantel?</p><p>2.¿Está sucediendo en el momento?</p><p>3.¿Cuántas personas son?</p><p>4.¿Es (son) alumno(s), personal docente o ajeno al plantel?</p><p>-Capturar sexo, edad, descripción</p><p>5.¿En dónde está(n) consumiendo alcohol (salón, estacionamiento, banqueta)?</p><p>6.¿Está(n) en algún vehículo?</p><p>-Capturar placas, color</p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 21:43:12.475,2022-11-05 21:43:12.475,1,1,{}
"",2022-11-05 21:15:33.658,"",2022-11-05 14:15:23.371,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"30302","303",ARRANCONES O CARRERAS DE VEHICULOS,"2017",ARRANCONES O CARRERAS DE VEHICULOS,Media,Actos Relacionados con las vias de comunicacion,Seguridad Publica,V 2.114,"<p>1.¿Cuántos vehículos son?</p><p>2.¿Se van y regresan o hacia donde se dirigen?</p><p>-Capturar placas (si alcanza a verlas), color&nbsp;</p><p>3.¿Cuánto tiempo tienen en el lugar?</p><p><br></p>","{""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 21:15:33.658,2022-11-05 21:15:33.658,1,1,{}
"",2022-11-05 22:20:29.537,"",2022-11-05 15:20:00.713,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"10207","102",HEMORRAGIA ,"2017",HEMORRAGIA ,Alta,Accidentes,Medico,V 2.27,"<p><strong>INSTRUCCIÓN ESPECÍFICA DE HEMORRAGIA:&nbsp;</strong></p><p>1.¿Qué edad tiene la persona?</p><p>2.¿Es hombre o mujer?</p><p>3.¿Está consciente o inconsciente? (tose, se mueve o jadea)</p><p>4.¿Con qué se produjo el sangrado? (heridas, golpes, espontanea de la nariz.</p><p><strong>TRANSFERIR LLAMADA CON PERSONAL ESPECIALIZADO, EN CASO DE QUE NO HAYA RESPUESTA:&nbsp;</strong></p><p>-¿Usted está bien, el área donde se encuentra es segura, no corre ningún riesgo? Permítame ayudarle, es importante que me proporcione la información que le voy a solicitar y esté atento a mis instrucciones.</p><p>-Trate de utilizar guantes o plástico en sus manos para evitar contacto directo con la sangre del lesionado.</p><p>-Si la fuente u objeto causante de la herida aún está insertada en el cuerpo de la persona (maquinaria, arma objeto), NO LO RETIRE, espere a que llegue la ambulancia.</p><p>-Aplique presión directa sobre el sitio de sangrado con una gasa o un lienzo limpio.</p><p>-Si la primera gasa se empapa de sangre, no la retire, coloque otra encima seguido de un vendaje.</p><p>-En sangrados por <strong>LA NARIZ</strong>, incline a la persona hacía adelante y presione suavemente la porción blanda de la nariz entre los dedos pulgar e índice.</p><p>-Si el sangrado proviene de <strong>LA VAGINA</strong>, consiga una toalla sanitaria y entréguela a la persona para que se la ponga.</p><p>-Es importante que un adulto esté todo el tiempo con la persona hasta que llegue la ambulancia.</p><p>-No limpie el sangrado que haya caído al suelo (para que el paramédico determine la cantidad de sangre derramada).</p><p>-Coopere con las autoridades en cuanto arriben a prestarle el apoyo.</p><p>Mencione que probablemente llegue primero una patrulla al lugar y posteriormente llegará una ambulancia, cuyo servicio es gratuito.</p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUM\"",\""id\"":7,\""codigo\"":\""CRUM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""CRUZ ROJA\"",\""id\"":8,\""codigo\"":\""CRUZ ROJA\"",\""obligatorio\"":true}"",""{\""nombre\"":\""URGE\"",\""id\"":13,\""codigo\"":\""URGE\"",\""obligatorio\"":true}""}",1,,1,,2022-11-05 22:20:29.537,2022-11-05 22:20:29.537,1,1,{}
"",2022-11-06 00:19:57.144,"",2022-11-05 17:20:13.136,"4ea86670-6b87-4ed7-b6f1-6a4e6c1a197e",,"",true,"31112","311",RIÑA / PELEA CLANDESTINA,"2017",RIÑA / PELEA CLANDESTINA,Alta,Disturbios y alteracion del orden publico,Seguridad Publica,V 2.241,"<p>1.¿Cuántas personas participan?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>2.¿Hay heridos?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>3.¿Cuántos?</p><p>-Capturar sexo, edad, conscientes, inconscientes</p><p>4.¿Están armados ?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>5.¿Qué tipo de armas&nbsp;?&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</p><p>6.¿Sabe si están ebrios o drogados?</p>","{""{\""nombre\"":\""SEGURIDAD PÚBLICA MUNICIPAL\"",\""id\"":1,\""codigo\"":\""SPM\"",\""obligatorio\"":true}"",""{\""nombre\"":\""POLICIA VIAL \"",\""id\"":3,\""codigo\"":\""PV\"",\""obligatorio\"":true}""}",1,,1,,2022-11-06 00:19:57.144,2022-11-06 00:19:57.144,1,1,{}
